ALDER;KØN;TID;INDHOLD
47;K;1986;29586
47;K;1987;29447
47;K;1988;30685
47;K;1989;31382
47;K;1990;34853
47;K;1991;36968
47;K;1992;39671
47;K;1993;41357
47;K;1994;42487
47;K;1995;41264
47;K;1996;38757
47;K;1997;36892
47;K;1998;37122
47;K;1999;35476
47;K;2000;36191
47;K;2001;36675
47;K;2002;36183
47;K;2003;36411
47;K;2004;36878
47;K;2005;36450
47;K;2006;36572
47;K;2007;36475
47;K;2008;37815
47;K;2009;37882
47;K;2010;38822
47;K;2011;41113
47;K;2012;41703
47;K;2013;42912
47;K;2014;44259
47;K;2015;41402
47;K;2016;38691
47;K;2017;37470
47;K;2018;38038
47;K;2019;39491
47;K;2020;40482
47;K;2021;38799
47;K;2022;39156
47;K;2023;40174
48;M;1980;26760
48;M;1981;26683
48;M;1982;26745
48;M;1983;27299
48;M;1984;27610
48;M;1985;28349
48;M;1986;29074
48;M;1987;29968
48;M;1988;30318
48;M;1989;31179
48;M;1990;32036
48;M;1991;35811
48;M;1992;37688
48;M;1993;41102
48;M;1994;43142
48;M;1995;44230
48;M;1996;42356
48;M;1997;39673
48;M;1998;37419
48;M;1999;37408
48;M;2000;36483
48;M;2001;36717
48;M;2002;37429
48;M;2003;36574
48;M;2004;37369
48;M;2005;37648
48;M;2006;37239
48;M;2007;37293
48;M;2008;37140
48;M;2009;38749
48;M;2010;38626
48;M;2011;39724
48;M;2012;41898
48;M;2013;42961
48;M;2014;43704
48;M;2015;45251
48;M;2016;42165
48;M;2017;39766
48;M;2018;38293
48;M;2019;38211
48;M;2020;40095
48;M;2021;40302
48;M;2022;38746
48;M;2023;39142
48;K;1980;27055
48;K;1981;27340
48;K;1982;26651
48;K;1983;27575
48;K;1984;27676
48;K;1985;28332
48;K;1986;29196
48;K;1987;29482
48;K;1988;29354
48;K;1989;30568
48;K;1990;31260
48;K;1991;34738
48;K;1992;36889
48;K;1993;39575
48;K;1994;41300
48;K;1995;42345
48;K;1996;41267
48;K;1997;38677
48;K;1998;36800
48;K;1999;37041
48;K;2000;35381
48;K;2001;36121
48;K;2002;36601
48;K;2003;36113
48;K;2004;36346
48;K;2005;36792
48;K;2006;36399
48;K;2007;36504
48;K;2008;36415
48;K;2009;37779
48;K;2010;37830
48;K;2011;38847
48;K;2012;41058
48;K;2013;41671
48;K;2014;42905
48;K;2015;44269
48;K;2016;41450
48;K;2017;38726
48;K;2018;37502
48;K;2019;38048
48;K;2020;39494
48;K;2021;40520
48;K;2022;38868
48;K;2023;39446
49;M;1980;27040
49;M;1981;26632
49;M;1982;26519
49;M;1983;26566
49;M;1984;27148
49;M;1985;27451
49;M;1986;28205
49;M;1987;28900
49;M;1988;29798
49;M;1989;30135
49;M;1990;31016
49;M;1991;31879
49;M;1992;35643
49;M;1993;37539
49;M;1994;40877
49;M;1995;42969
49;M;1996;44111
49;M;1997;42229
49;M;1998;39495
49;M;1999;37255
49;M;2000;37241
49;M;2001;36336
49;M;2002;36552
49;M;2003;37265
49;M;2004;36378
49;M;2005;37169
49;M;2006;37469
49;M;2007;37092
49;M;2008;37210
49;M;2009;37033
49;M;2010;38600
49;M;2011;38480
49;M;2012;39559
49;M;2013;41768
49;M;2014;42827
49;M;2015;43687
49;M;2016;45296
49;M;2017;42144
49;M;2018;39705
49;M;2019;38225
49;M;2020;38101
49;M;2021;40009
49;M;2022;40310
49;M;2023;38813
49;K;1980;27633
49;K;1981;26941
49;K;1982;27219
49;K;1983;26551
49;K;1984;27459
49;K;1985;27570
49;K;1986;28224
49;K;1987;29085
49;K;1988;29374
49;K;1989;29254
49;K;1990;30469
49;K;1991;31181
49;K;1992;34619
49;K;1993;36779
49;K;1994;39477
49;K;1995;41179
49;K;1996;42311
49;K;1997;41172
49;K;1998;38575
49;K;1999;36739
49;K;2000;36924
49;K;2001;35304
49;K;2002;36026
49;K;2003;36535
49;K;2004;35978
49;K;2005;36280
49;K;2006;36717
49;K;2007;36333
49;K;2008;36445
49;K;2009;36381
49;K;2010;37763
49;K;2011;37784
49;K;2012;38761
49;K;2013;40980
49;K;2014;41653
49;K;2015;42868
49;K;2016;44273
49;K;2017;41452
49;K;2018;38736
49;K;2019;37540
49;K;2020;38040
49;K;2021;39533
49;K;2022;40598
49;K;2023;39144
50;M;1980;26311
50;M;1981;26860
50;M;1982;26480
50;M;1983;26387
50;M;1984;26378
50;M;1985;27007
50;M;1986;27304
50;M;1987;28043
50;M;1988;28750
50;M;1989;29614
50;M;1990;29952
50;M;1991;30833
50;M;1992;31700
50;M;1993;35502
50;M;1994;37377
50;M;1995;40650
50;M;1996;42811
50;M;1997;43901
50;M;1998;42019
50;M;1999;39318
50;M;2000;37096
50;M;2001;37093
50;M;2002;36174
50;M;2003;36391
50;M;2004;37051
50;M;2005;36187
50;M;2006;36996
50;M;2007;37328
50;M;2008;36930
50;M;2009;37062
50;M;2010;36822
50;M;2011;38441
50;M;2012;38316
50;M;2013;39383
50;M;2014;41615
50;M;2015;42752
50;M;2016;43661
50;M;2017;45246
50;M;2018;42104
50;M;2019;39650
50;M;2020;38111
50;M;2021;38047
50;M;2022;40091
50;M;2023;40407
50;K;1980;26982
50;K;1981;27524
50;K;1982;26835
50;K;1983;27102
50;K;1984;26455
50;K;1985;27349
50;K;1986;27451
50;K;1987;28148
50;K;1988;28964
50;K;1989;29278
50;K;1990;29137
50;K;1991;30357
50;K;1992;31079
50;K;1993;34477
50;K;1994;36708
50;K;1995;39376
50;K;1996;41108
50;K;1997;42215
50;K;1998;41040
50;K;1999;38476
50;K;2000;36621
50;K;2001;36812
50;K;2002;35217
50;K;2003;35921
50;K;2004;36439
50;K;2005;35883
50;K;2006;36177
50;K;2007;36638
50;K;2008;36283
50;K;2009;36418
50;K;2010;36329
50;K;2011;37690
50;K;2012;37693
50;K;2013;38708
50;K;2014;40964
50;K;2015;41622
50;K;2016;42863
50;K;2017;44255
50;K;2018;41432
50;K;2019;38755
50;K;2020;37517
50;K;2021;38062
50;K;2022;39537
50;K;2023;40861
51;M;1980;27477
51;M;1981;26121
51;M;1982;26667
51;M;1983;26287
51;M;1984;26186
51;M;1985;26207
51;M;1986;26827
51;M;1987;27141
51;M;1988;27851
51;M;1989;28510
51;M;1990;29430
51;M;1991;29765
51;M;1992;30614
51;M;1993;31509
51;M;1994;35323
51;M;1995;37154
51;M;1996;40525
51;M;1997;42578
51;M;1998;43729
51;M;1999;41771
51;M;2000;39111
51;M;2001;36882
51;M;2002;36881
51;M;2003;35989
51;M;2004;36210
51;M;2005;36880
51;M;2006;35948
51;M;2007;36844
51;M;2008;37129
51;M;2009;36789
51;M;2010;36885
51;M;2011;36653
51;M;2012;38266
51;M;2013;38174
51;M;2014;39247
51;M;2015;41509
51;M;2016;42697
51;M;2017;43561
51;M;2018;45140
51;M;2019;42011
51;M;2020;39539
51;M;2021;38024
51;M;2022;38034
51;M;2023;40078
51;K;1980;27829
51;K;1981;26857
51;K;1982;27417
51;K;1983;26695
51;K;1984;26987
51;K;1985;26336
51;K;1986;27244
51;K;1987;27323
51;K;1988;28037
51;K;1989;28846
51;K;1990;29168
51;K;1991;29011
51;K;1992;30262
51;K;1993;30957
51;K;1994;34355
51;K;1995;36585
51;K;1996;39313
51;K;1997;40971
51;K;1998;42113
51;K;1999;40923
51;K;2000;38372
51;K;2001;36524
51;K;2002;36666
51;K;2003;35117
51;K;2004;35782
51;K;2005;36328
51;K;2006;35778
51;K;2007;36100
51;K;2008;36546
51;K;2009;36219
51;K;2010;36370
51;K;2011;36260
51;K;2012;37594
51;K;2013;37645
51;K;2014;38655
51;K;2015;40904
51;K;2016;41571
51;K;2017;42861
51;K;2018;44208
51;K;2019;41424
51;K;2020;38723
51;K;2021;37528
51;K;2022;38074
51;K;2023;39697
52;M;1980;26879
52;M;1981;27250
52;M;1982;25930
52;M;1983;26444
52;M;1984;26084
52;M;1985;25967
52;M;1986;26012
52;M;1987;26655
52;M;1988;26917
52;M;1989;27623
52;M;1990;28290
52;M;1991;29236
52;M;1992;29578
52;M;1993;30446
52;M;1994;31342
52;M;1995;35119
52;M;1996;36999
52;M;1997;40347
52;M;1998;42306
52;M;1999;43495
52;M;2000;41541
52;M;2001;38892
52;M;2002;36678
52;M;2003;36658
52;M;2004;35777
52;M;2005;35966
52;M;2006;36683
52;M;2007;35732
52;M;2008;36677
52;M;2009;36994
52;M;2010;36609
52;M;2011;36712
52;M;2012;36475
52;M;2013;38105
52;M;2014;38022
52;M;2015;39126
52;M;2016;41366
52;M;2017;42595
52;M;2018;43458
52;M;2019;45003
52;M;2020;41893
52;M;2021;39412
52;M;2022;38051
52;M;2023;38123
52;K;1980;27592
52;K;1981;27694
52;K;1982;26725
52;K;1983;27271
52;K;1984;26558
52;K;1985;26846
52;K;1986;26191
52;K;1987;27104
52;K;1988;27160
52;K;1989;27897
52;K;1990;28706
52;K;1991;29051
52;K;1992;28895
52;K;1993;30140
52;K;1994;30824
52;K;1995;34235
52;K;1996;36481
52;K;1997;39149
52;K;1998;40803
52;K;1999;41969
52;K;2000;40799
52;K;2001;38231
52;K;2002;36404
52;K;2003;36544
52;K;2004;35028
52;K;2005;35678
52;K;2006;36215
52;K;2007;35641
52;K;2008;35973
52;K;2009;36477
52;K;2010;36140
52;K;2011;36285
52;K;2012;36171
52;K;2013;37500
52;K;2014;37599
52;K;2015;38599
52;K;2016;40878
52;K;2017;41523
52;K;2018;42823
52;K;2019;44139
52;K;2020;41382
52;K;2021;38712
52;K;2022;37515
52;K;2023;38270
53;M;1980;27309
53;M;1981;26640
53;M;1982;27008
53;M;1983;25699
53;M;1984;26228
53;M;1985;25882
53;M;1986;25739
53;M;1987;25819
53;M;1988;26441
53;M;1989;26708
53;M;1990;27414
53;M;1991;28083
53;M;1992;29029
53;M;1993;29387
53;M;1994;30265
53;M;1995;31125
53;M;1996;34983
53;M;1997;36751
53;M;1998;40087
53;M;1999;42007
53;M;2000;43226
53;M;2001;41316
53;M;2002;38678
53;M;2003;36434
53;M;2004;36439
53;M;2005;35544
53;M;2006;35731
53;M;2007;36433
53;M;2008;35542
53;M;2009;36515
53;M;2010;36760
53;M;2011;36379
53;M;2012;36513
53;M;2013;36328
53;M;2014;37941
53;M;2015;37885
53;M;2016;38996
53;M;2017;41312
53;M;2018;42473
53;M;2019;43327
53;M;2020;44836
53;M;2021;41776
53;M;2022;39367
53;M;2023;38007
53;K;1980;28454
53;K;1981;27423
53;K;1982;27535
53;K;1983;26563
53;K;1984;27103
53;K;1985;26414
53;K;1986;26711
53;K;1987;26063
53;K;1988;26948
53;K;1989;27016
53;K;1990;27750
53;K;1991;28568
53;K;1992;28929
53;K;1993;28762
53;K;1994;30030
53;K;1995;30692
53;K;1996;34126
53;K;1997;36340
53;K;1998;39005
53;K;1999;40643
53;K;2000;41836
53;K;2001;40611
53;K;2002;38091
53;K;2003;36257
53;K;2004;36410
53;K;2005;34889
53;K;2006;35538
53;K;2007;36096
53;K;2008;35510
53;K;2009;35839
53;K;2010;36395
53;K;2011;36022
53;K;2012;36218
53;K;2013;36056
53;K;2014;37419
53;K;2015;37533
53;K;2016;38541
53;K;2017;40805
53;K;2018;41442
53;K;2019;42760
53;K;2020;44070
53;K;2021;41377
53;K;2022;38725
53;K;2023;37684
54;M;1980;27309
54;M;1981;27050
54;M;1982;26389
54;M;1983;26762
54;M;1984;25466
54;M;1985;25981
54;M;1986;25636
54;M;1987;25487
54;M;1988;25548
54;M;1989;26205
54;M;1990;26472
54;M;1991;27229
54;M;1992;27859
54;M;1993;28826
54;M;1994;29187
54;M;1995;30076
54;M;1996;30960
54;M;1997;34716
54;M;1998;36515
54;M;1999;39793
54;M;2000;41716
54;M;2001;43002
54;M;2002;41019
54;M;2003;38388
54;M;2004;36177
54;M;2005;36197
54;M;2006;35300
54;M;2007;35501
54;M;2008;36198
54;M;2009;35362
54;M;2010;36271
54;M;2011;36519
54;M;2012;36151
54;M;2013;36344
54;M;2014;36097
54;M;2015;37828
54;M;2016;37722
54;M;2017;38867
54;M;2018;41188
54;M;2019;42302
54;M;2020;43154
54;M;2021;44678
54;M;2022;41768
54;M;2023;39354
54;K;1980;28699
54;K;1981;28277
54;K;1982;27239
54;K;1983;27381
54;K;1984;26410
54;K;1985;26907
54;K;1986;26254
54;K;1987;26538
54;K;1988;25894
54;K;1989;26811
54;K;1990;26852
54;K;1991;27594
54;K;1992;28419
54;K;1993;28816
54;K;1994;28651
54;K;1995;29895
54;K;1996;30610
54;K;1997;33981
54;K;1998;36189
54;K;1999;38845
54;K;2000;40458
54;K;2001;41636
54;K;2002;40449
54;K;2003;37908
54;K;2004;36079
54;K;2005;36249
54;K;2006;34750
54;K;2007;35428
54;K;2008;35969
54;K;2009;35435
54;K;2010;35716
54;K;2011;36264
54;K;2012;35880
54;K;2013;36127
54;K;2014;35937
54;K;2015;37339
54;K;2016;37479
54;K;2017;38468
54;K;2018;40743
54;K;2019;41410
54;K;2020;42681
54;K;2021;44030
54;K;2022;41348
54;K;2023;38889
55;M;1980;27989
55;M;1981;27043
55;M;1982;26761
55;M;1983;26137
55;M;1984;26453
55;M;1985;25210
55;M;1986;25713
55;M;1987;25391
55;M;1988;25215
55;M;1989;25270
55;M;1990;25948
55;M;1991;26183
55;M;1992;26995
55;M;1993;27612
55;M;1994;28590
55;M;1995;28937
55;M;1996;29912
55;M;1997;30749
55;M;1998;34477
55;M;1999;36242
55;M;2000;39476
55;M;2001;41393
55;M;2002;42681
55;M;2003;40729
55;M;2004;38117
55;M;2005;35926
55;M;2006;35947
55;M;2007;35065
55;M;2008;35297
55;M;2009;35966
55;M;2010;35072
55;M;2011;36005
55;M;2012;36277
55;M;2013;35939
55;M;2014;36179
55;M;2015;35913
55;M;2016;37697
55;M;2017;37559
55;M;2018;38673
55;M;2019;41012
55;M;2020;42118
55;M;2021;43013
55;M;2022;44583
55;M;2023;41748
55;K;1980;29262
55;K;1981;28518
55;K;1982;28084
55;K;1983;27058
55;K;1984;27225
55;K;1985;26241
55;K;1986;26722
55;K;1987;26095
55;K;1988;26369
55;K;1989;25704
55;K;1990;26614
55;K;1991;26709
55;K;1992;27438
55;K;1993;28265
55;K;1994;28667
55;K;1995;28492
55;K;1996;29818
55;K;1997;30476
55;K;1998;33823
55;K;1999;36030
55;K;2000;38651
55;K;2001;40287
55;K;2002;41458
55;K;2003;40272
55;K;2004;37756
55;K;2005;35936
55;K;2006;36075
55;K;2007;34596
55;K;2008;35264
55;K;2009;35829
55;K;2010;35290
55;K;2011;35570
55;K;2012;36113
55;K;2013;35761
55;K;2014;36055
55;K;2015;35825
55;K;2016;37224
55;K;2017;37370
55;K;2018;38407
55;K;2019;40618
55;K;2020;41290
55;K;2021;42587
55;K;2022;43974
55;K;2023;41473
56;M;1980;27722
56;M;1981;27632
56;M;1982;26742
56;M;1983;26456
56;M;1984;25841
56;M;1985;26171
56;M;1986;24954
56;M;1987;25417
56;M;1988;25094
56;M;1989;24909
56;M;1990;24978
56;M;1991;25686
56;M;1992;25927
56;M;1993;26754
56;M;1994;27408
56;M;1995;28339
56;M;1996;28741
56;M;1997;29689
56;M;1998;30502
56;M;1999;34212
56;M;2000;35924
56;M;2001;39134
56;M;2002;41051
56;M;2003;42384
56;M;2004;40413
56;M;2005;37793
56;M;2006;35653
56;M;2007;35646
56;M;2008;34825
56;M;2009;35090
56;M;2010;35671
56;M;2011;34798
56;M;2012;35723
56;M;2013;36002
56;M;2014;35747
56;M;2015;35968
56;M;2016;35776
56;M;2017;37488
56;M;2018;37343
56;M;2019;38510
56;M;2020;40823
56;M;2021;41925
56;M;2022;42871
56;M;2023;44463
56;K;1980;29402
56;K;1981;29060
56;K;1982;28325
56;K;1983;27903
56;K;1984;26873
56;K;1985;27046
56;K;1986;26065
56;K;1987;26522
56;K;1988;25887
56;K;1989;26183
56;K;1990;25515
56;K;1991;26440
56;K;1992;26551
56;K;1993;27279
56;K;1994;28112
56;K;1995;28495
56;K;1996;28373
56;K;1997;29668
56;K;1998;30295
56;K;1999;33661
56;K;2000;35832
56;K;2001;38456
56;K;2002;40085
56;K;2003;41250
56;K;2004;40061
56;K;2005;37594
56;K;2006;35803
56;K;2007;35937
56;K;2008;34416
56;K;2009;35124
56;K;2010;35667
56;K;2011;35153
56;K;2012;35421
56;K;2013;35963
56;K;2014;35615
56;K;2015;35953
56;K;2016;35726
56;K;2017;37144
56;K;2018;37273
56;K;2019;38305
56;K;2020;40491
56;K;2021;41235
56;K;2022;42515
56;K;2023;44075
57;M;1980;27087
57;M;1981;27381
57;M;1982;27311
57;M;1983;26429
57;M;1984;26147
57;M;1985;25527
57;M;1986;25826
57;M;1987;24635
57;M;1988;25085
57;M;1989;24780
57;M;1990;24631
57;M;1991;24656
57;M;1992;25403
57;M;1993;25662
57;M;1994;26506
57;M;1995;27130
57;M;1996;28117
57;M;1997;28485
57;M;1998;29422
57;M;1999;30227
57;M;2000;33895
57;M;2001;35629
57;M;2002;38769
57;M;2003;40713
57;M;2004;42014
57;M;2005;40114
57;M;2006;37525
57;M;2007;35370
57;M;2008;35340
57;M;2009;34588
57;M;2010;34822
57;M;2011;35366
57;M;2012;34542
57;M;2013;35446
57;M;2014;35739
57;M;2015;35530
57;M;2016;35783
57;M;2017;35523
57;M;2018;37267
57;M;2019;37135
57;M;2020;38273
57;M;2021;40650
57;M;2022;41794
57;M;2023;42742
57;K;1980;28460
57;K;1981;29197
57;K;1982;28824
57;K;1983;28107
57;K;1984;27683
57;K;1985;26672
57;K;1986;26825
57;K;1987;25858
57;K;1988;26309
57;K;1989;25721
57;K;1990;25976
57;K;1991;25330
57;K;1992;26262
57;K;1993;26387
57;K;1994;27098
57;K;1995;27910
57;K;1996;28403
57;K;1997;28208
57;K;1998;29483
57;K;1999;30127
57;K;2000;33449
57;K;2001;35621
57;K;2002;38224
57;K;2003;39844
57;K;2004;41008
57;K;2005;39856
57;K;2006;37427
57;K;2007;35636
57;K;2008;35754
57;K;2009;34262
57;K;2010;34953
57;K;2011;35484
57;K;2012;34972
57;K;2013;35260
57;K;2014;35819
57;K;2015;35505
57;K;2016;35819
57;K;2017;35620
57;K;2018;37024
57;K;2019;37142
57;K;2020;38166
57;K;2021;40363
57;K;2022;41143
57;K;2023;42590
58;M;1980;28500
58;M;1981;26686
58;M;1982;26971
58;M;1983;26958
58;M;1984;26079
58;M;1985;25792
58;M;1986;25167
58;M;1987;25488
58;M;1988;24283
58;M;1989;24796
58;M;1990;24395
58;M;1991;24303
58;M;1992;24334
58;M;1993;25085
58;M;1994;25392
58;M;1995;26239
58;M;1996;26857
58;M;1997;27808
58;M;1998;28206
58;M;1999;29154
58;M;2000;29915
58;M;2001;33555
58;M;2002;35290
58;M;2003;38379
58;M;2004;40311
58;M;2005;41640
58;M;2006;39787
58;M;2007;37257
58;M;2008;35056
58;M;2009;35079
58;M;2010;34285
58;M;2011;34546
58;M;2012;35085
58;M;2013;34255
58;M;2014;35196
58;M;2015;35477
58;M;2016;35285
58;M;2017;35569
58;M;2018;35279
58;M;2019;36986
58;M;2020;36902
58;M;2021;38044
58;M;2022;40425
58;M;2023;41688
58;K;1980;30541
58;K;1981;28225
58;K;1982;28954
58;K;1983;28598
58;K;1984;27873
58;K;1985;27484
58;K;1986;26447
58;K;1987;26618
58;K;1988;25641
58;K;1989;26085
58;K;1990;25511
58;K;1991;25734
58;K;1992;25117
58;K;1993;26069
58;K;1994;26180
58;K;1995;26902
58;K;1996;27758
58;K;1997;28232
58;K;1998;28017
58;K;1999;29311
58;K;2000;29954
58;K;2001;33237
58;K;2002;35404
58;K;2003;38014
58;K;2004;39608
58;K;2005;40797
58;K;2006;39631
58;K;2007;37185
58;K;2008;35434
58;K;2009;35567
58;K;2010;34072
58;K;2011;34784
58;K;2012;35296
58;K;2013;34805
58;K;2014;35111
58;K;2015;35690
58;K;2016;35379
58;K;2017;35689
58;K;2018;35508
58;K;2019;36882
58;K;2020;37049
58;K;2021;38061
58;K;2022;40275
58;K;2023;41207
59;M;1980;29226
59;M;1981;28040
59;M;1982;26225
59;M;1983;26542
59;M;1984;26567
59;M;1985;25693
59;M;1986;25420
59;M;1987;24789
59;M;1988;25094
59;M;1989;23950
59;M;1990;24438
59;M;1991;24067
59;M;1992;23978
59;M;1993;23991
59;M;1994;24768
59;M;1995;25073
59;M;1996;25970
59;M;1997;26517
59;M;1998;27549
59;M;1999;27883
59;M;2000;28865
59;M;2001;29568
59;M;2002;33183
59;M;2003;34888
59;M;2004;37959
59;M;2005;39944
59;M;2006;41263
59;M;2007;39405
59;M;2008;36890
59;M;2009;34760
59;M;2010;34769
59;M;2011;33944
59;M;2012;34229
59;M;2013;34821
59;M;2014;33947
59;M;2015;34927
59;M;2016;35250
59;M;2017;35041
59;M;2018;35292
59;M;2019;35028
59;M;2020;36703
59;M;2021;36708
59;M;2022;37837
59;M;2023;40238
59;K;1980;31381
59;K;1981;30246
59;K;1982;27981
59;K;1983;28719
59;K;1984;28349
59;K;1985;27645
59;K;1986;27232
59;K;1987;26214
59;K;1988;26383
59;K;1989;25409
59;K;1990;25868
59;K;1991;25270
59;K;1992;25520
59;K;1993;24919
59;K;1994;25844
59;K;1995;25982
59;K;1996;26741
59;K;1997;27571
59;K;1998;28078
59;K;1999;27827
59;K;2000;29087
59;K;2001;29741
59;K;2002;32993
59;K;2003;35153
59;K;2004;37764
59;K;2005;39376
59;K;2006;40558
59;K;2007;39401
59;K;2008;36960
59;K;2009;35254
59;K;2010;35403
59;K;2011;33893
59;K;2012;34585
59;K;2013;35129
59;K;2014;34638
59;K;2015;34993
59;K;2016;35535
59;K;2017;35207
59;K;2018;35547
59;K;2019;35376
59;K;2020;36723
59;K;2021;36934
59;K;2022;37922
59;K;2023;40335
60;M;1980;25129
60;M;1981;28679
60;M;1982;27509
60;M;1983;25802
60;M;1984;26124
60;M;1985;26094
60;M;1986;25261
60;M;1987;25021
60;M;1988;24383
60;M;1989;24696
60;M;1990;23565
60;M;1991;24079
60;M;1992;23763
60;M;1993;23620
60;M;1994;23680
60;M;1995;24415
60;M;1996;24791
60;M;1997;25654
60;M;1998;26186
60;M;1999;27220
60;M;2000;27528
60;M;2001;28495
60;M;2002;29249
60;M;2003;32767
60;M;2004;34510
60;M;2005;37539
60;M;2006;39519
60;M;2007;40811
60;M;2008;38982
60;M;2009;36538
60;M;2010;34416
60;M;2011;34427
60;M;2012;33644
60;M;2013;33880
60;M;2014;34463
60;M;2015;33666
60;M;2016;34648
60;M;2017;34955
60;M;2018;34759
60;M;2019;35017
60;M;2020;34730
60;M;2021;36435
60;M;2022;36442
60;M;2023;37713
60;K;1980;26644
60;K;1981;31076
60;K;1982;29984
60;K;1983;27718
60;K;1984;28454
60;K;1985;28094
60;K;1986;27397
60;K;1987;26947
60;K;1988;25936
60;K;1989;26114
60;K;1990;25181
60;K;1991;25618
60;K;1992;25025
60;K;1993;25323
60;K;1994;24701
60;K;1995;25652
60;K;1996;25770
60;K;1997;26541
60;K;1998;27392
60;K;1999;27817
60;K;2000;27607
60;K;2001;28891
60;K;2002;29543
60;K;2003;32749
60;K;2004;34902
60;K;2005;37468
60;K;2006;39074
60;K;2007;40296
60;K;2008;39133
60;K;2009;36713
60;K;2010;35070
60;K;2011;35198
60;K;2012;33699
60;K;2013;34380
60;K;2014;34935
60;K;2015;34485
60;K;2016;34807
60;K;2017;35371
60;K;2018;35051
60;K;2019;35358
60;K;2020;35205
60;K;2021;36530
60;K;2022;36785
60;K;2023;37982
61;M;1980;25748
61;M;1981;24656
61;M;1982;28185
61;M;1983;26991
61;M;1984;25360
61;M;1985;25671
61;M;1986;25613
61;M;1987;24792
61;M;1988;24537
61;M;1989;23941
61;M;1990;24286
61;M;1991;23208
61;M;1992;23696
61;M;1993;23368
61;M;1994;23247
61;M;1995;23280
61;M;1996;24065
61;M;1997;24421
61;M;1998;25279
61;M;1999;25831
61;M;2000;26861
61;M;2001;27143
61;M;2002;28143
61;M;2003;28838
61;M;2004;32367
61;M;2005;34053
61;M;2006;37101
61;M;2007;39038
61;M;2008;40313
61;M;2009;38570
61;M;2010;36093
61;M;2011;34010
61;M;2012;34068
61;M;2013;33298
61;M;2014;33521
61;M;2015;34098
61;M;2016;33301
61;M;2017;34328
61;M;2018;34641
61;M;2019;34499
61;M;2020;34694
61;M;2021;34459
61;M;2022;36125
61;M;2023;36283
61;K;1980;27531
61;K;1981;26363
61;K;1982;30770
61;K;1983;29704
61;K;1984;27451
61;K;1985;28146
61;K;1986;27800
61;K;1987;27114
61;K;1988;26694
61;K;1989;25680
61;K;1990;25867
61;K;1991;24946
61;K;1992;25377
61;K;1993;24793
61;K;1994;25053
61;K;1995;24438
61;K;1996;25437
61;K;1997;25543
61;K;1998;26328
61;K;1999;27169
61;K;2000;27579
61;K;2001;27387
61;K;2002;28691
61;K;2003;29288
61;K;2004;32495
61;K;2005;34598
61;K;2006;37145
61;K;2007;38771
61;K;2008;39960
61;K;2009;38859
61;K;2010;36460
61;K;2011;34803
61;K;2012;34948
61;K;2013;33484
61;K;2014;34176
61;K;2015;34735
61;K;2016;34296
61;K;2017;34598
61;K;2018;35192
61;K;2019;34864
61;K;2020;35175
61;K;2021;35039
61;K;2022;36375
61;K;2023;36795
62;M;1980;24417
62;M;1981;25211
62;M;1982;24139
62;M;1983;27649
62;M;1984;26436
62;M;1985;24835
62;M;1986;25159
62;M;1987;25117
62;M;1988;24315
62;M;1989;24075
62;M;1990;23474
62;M;1991;23851
62;M;1992;22812
62;M;1993;23288
62;M;1994;22922
62;M;1995;22826
62;M;1996;22873
62;M;1997;23700
62;M;1998;24058
62;M;1999;24925
62;M;2000;25489
62;M;2001;26544
62;M;2002;26767
62;M;2003;27779
62;M;2004;28447
62;M;2005;31955
62;M;2006;33581
62;M;2007;36619
62;M;2008;38560
62;M;2009;39787
62;M;2010;38138
62;M;2011;35646
62;M;2012;33644
62;M;2013;33688
62;M;2014;32956
62;M;2015;33199
62;M;2016;33757
62;M;2017;32993
62;M;2018;33997
62;M;2019;34320
62;M;2020;34149
62;M;2021;34395
62;M;2022;34161
62;M;2023;35923
62;K;1980;26704
62;K;1981;27206
62;K;1982;26084
62;K;1983;30431
62;K;1984;29349
62;K;1985;27150
62;K;1986;27828
62;K;1987;27464
62;K;1988;26799
62;K;1989;26385
62;K;1990;25415
62;K;1991;25582
62;K;1992;24691
62;K;1993;25115
62;K;1994;24537
62;K;1995;24797
62;K;1996;24195
62;K;1997;25203
62;K;1998;25275
62;K;1999;26094
62;K;2000;26923
62;K;2001;27320
62;K;2002;27157
62;K;2003;28409
62;K;2004;29020
62;K;2005;32244
62;K;2006;34291
62;K;2007;36811
62;K;2008;38451
62;K;2009;39680
62;K;2010;38577
62;K;2011;36198
62;K;2012;34568
62;K;2013;34725
62;K;2014;33282
62;K;2015;33952
62;K;2016;34507
62;K;2017;34074
62;K;2018;34390
62;K;2019;34995
62;K;2020;34667
62;K;2021;34958
62;K;2022;34902
62;K;2023;36365
63;M;1980;24208
63;M;1981;23849
63;M;1982;24620
63;M;1983;23636
63;M;1984;26998
63;M;1985;25847
63;M;1986;24322
63;M;1987;24603
63;M;1988;24543
63;M;1989;23821
63;M;1990;23579
63;M;1991;23016
63;M;1992;23423
63;M;1993;22427
63;M;1994;22829
63;M;1995;22519
63;M;1996;22421
63;M;1997;22472
63;M;1998;23285
63;M;1999;23615
63;M;2000;24542
63;M;2001;25089
63;M;2002;26159
63;M;2003;26357
63;M;2004;27336
63;M;2005;28031
63;M;2006;31523
63;M;2007;33102
63;M;2008;36117
63;M;2009;38066
63;M;2010;39284
63;M;2011;37642
63;M;2012;35214
63;M;2013;33238
63;M;2014;33307
63;M;2015;32584
63;M;2016;32844
63;M;2017;33418
63;M;2018;32641
63;M;2019;33589
